OBJECTID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,GNIS_ID,SOURCE,FAC_TYPE,TOT_STAFF,TOT_RES,BEDS,EXC_BEDS,OWNERSHIP,MEDICAIDID,MEDICAREID,STATELICID,SUPFACTYPE
52,11597595,UNCLASSIFIED,BROOKFIELD RETIREMENT CENTER,910-893-8181,2041 NC 210 NORTH, ,LILLINGTON,NC,27546,7802,HARNETT,37085, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102411469,-78.7980542,35.4250272,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,105,0, , , ,HAL-043-010,ADULT CARE HOME
53,11597593,UNCLASSIFIED,CAROLINA REST HOME,252-533-0014,1361 CAROLINA REST HOME ROAD, ,ROANOKE RAPIDS,NC,27870,8653,HALIFAX,37083, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102438060,-77.6896565,36.4115375,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,40,0, , , ,HAL-042-005,ADULT CARE HOME
54,11597591,UNCLASSIFIED,WESLEYAN ARMS RETIREMENT CENTER,336-884-3444,1901 NORTH CENTENNIAL STREET, ,HIGH POINT,NC,27262,7602,GUILFORD,37081, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17073842,-80.0009072,35.9852803,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,69,0, , , ,HAL-041-047,ADULT CARE HOME
55,11597585,UNCLASSIFIED,SKEET CLUB MANOR,336-869-0301,1560 SKEET CLUB ROAD, ,HIGH POINT,NC,27265,9530,GUILFORD,37081, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17068717,-79.9747253,36.0350774,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,79,0, , , ,HAL-041-029,ADULT CARE HOME
56,11597583,UNCLASSIFIED,PIEDMONT CHRISTIAN HOME INC,336-883-6023,1510 DEEP RIVER ROAD, ,HIGH POINT,NC,27265,3448,GUILFORD,37081, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125498831,-79.9769888,35.9897836,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,93,0, , , ,HAL-041-010,ADULT CARE HOME
57,11597577,UNCLASSIFIED,HIGH POINT PLACE,336-869-0026,1568 SKEET CLUB ROAD, ,HIGH POINT,NC,27265,9530,GUILFORD,37081, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,112096271,-79.972817,36.0334091,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,102,0, , , ,HAL-041-039,ADULT CARE HOME
58,11597570,UNCLASSIFIED,CLARE BRIDGE AT HIGH POINT PLACE,336-869-4188,1564 SKEET CLUB ROAD, ,HIGH POINT,NC,27265,9530,GUILFORD,37081, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,112096271,-79.9732457,36.0337797,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,65,0, , , ,HAL-041-033,ADULT CARE HOME
59,11597550,UNCLASSIFIED,DELTA HEALTHCARE MANAGEMENT LLC DBA HERITAGE OAKS AL,704-864-3249,916 S. MARIETTA ST, ,GASTONIA,NC,28054,5405,GASTON,37071, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28220559,-81.1804511,35.2514659,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,86,0, , , ,HAL-036-027,ADULT CARE HOME
60,11597549,UNCLASSIFIED,CARILLON ASSISTED LIVING OF CRAMER MOUNTAIN,704-823-0500,500 CRAMER MOUNTAIN ROAD, ,CRAMERTON,NC,28032,1663,GASTON,37071, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28239879,-81.081715,35.2236884,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,128,0, , , ,HAL-036-016,ADULT CARE HOME
61,11597548,UNCLASSIFIED,ABINGDON PLACE OF GASTONIA,704-864-0801,1680 SOUTH NEW HOPE ROAD, ,GASTONIA,NC,28054,5854,GASTON,37071, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28222801,-81.1364949,35.2441256,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,86,0, , , ,HAL-036-013,ADULT CARE HOME
62,11597547,UNCLASSIFIED,ZOLLIEVILLE REST HOME 2 INC DBA ZOLLIEVILLE REST HOM,919-496-4170,1437 EAST RIVER ROAD, ,LOUISBURG,NC,27549,8584,FRANKLIN,37069, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102914238,-78.2556104,36.0659818,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,54,0, , , ,HAL-035-014,ADULT CARE HOME
63,11597545,UNCLASSIFIED,VIENNA VILLAGE INC,336-945-5410,6601 YADKINVILLE ROAD, ,PFAFFTOWN,NC,27040,8539,FORSYTH,37067, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,109843684,-80.4118504,36.1351111,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,90,0, , , ,HAL-034-016,ADULT CARE HOME
64,11597543,UNCLASSIFIED,THE BRADFORD VILLAGE OF KERNERSVILLE - WEST LLC,336-993-8711,602 PINEY GROVE ROAD, ,KERNERSVILLE,NC,27284,2333,FORSYTH,37067, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,777914573,-80.0704394,36.1311615,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,62,0, , , ,HAL-034-069,ADULT CARE HOME
65,11597542,UNCLASSIFIED,THE BRADFORD VILLAGE OF KERNERSVILLE - EAST LLC,336-993-4696,413 NORTH MAIN STREET, ,KERNERSVILLE,NC,27284,2643,FORSYTH,37067, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17048763,-80.0693918,36.1259293,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,59,0, , , ,HAL-034-068,ADULT CARE HOME
66,11597541,UNCLASSIFIED,SOUTHFORK,336-768-8828,1345 JONESTOWN ROAD, ,WINSTON SALEM,NC,27103,6003,FORSYTH,37067, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,777964975,-80.3450901,36.0507166,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,78,0, , , ,HAL-034-028,ADULT CARE HOME
67,11597379,UNCLASSIFIED,THE VILLAGES OF ASHE TRADITIONAL LIVING INC,336-846-1008,151 VILLAGE PARK DRIVE, ,WEST JEFFERSON,NC,28694,6015,ASHE,37009, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,775729341,-81.4675462,36.3879549,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-005-008,ADULT CARE HOME
68,11597369,UNCLASSIFIED,SOUTHERN SEASONS RETIREMENT HOME,336-229-9900,625 LANE STREET, ,BURLINGTON,NC,27217,2473,ALAMANCE,37001, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102473600,-79.4333424,36.1059482,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-001-015,ADULT CARE HOME
69,11597358,UNCLASSIFIED,BURLINGTON MANOR,336-584-9066,3615 SOUTH MEBANE STREET, ,BURLINGTON,NC,27215,5221,ALAMANCE,37001, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102478768,-79.4817031,36.0766494,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,84,0, , , ,HAL-001-024,ADULT CARE HOME
70,11597354,UNCLASSIFIED,A VISION COME TRUE,336-227-4960,220 HATCH STREET, ,BURLINGTON,NC,27217,2318,ALAMANCE,37001, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102473875,-79.4409073,36.1043515,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-001-103,ADULT CARE HOME
71,11597345,UNCLASSIFIED,CLARA MANOR,252-946-2481,1218 PAMLICO STREET, ,WASHINGTON,NC,27889,3821,BEAUFORT,37013, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102572405,-77.0364318,35.5480873,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-007-014,ADULT CARE HOME
72,11597332,UNCLASSIFIED,BETHAMY RETIREMENT CENTER,704-633-1985,909 N. SALISBURY AVENUE, ,SPENCER,NC,28159,1828,ROWAN,37159, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102407495,-80.4189501,35.6990533,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,43,0, , , ,HAL-080-006,ADULT CARE HOME
73,11597324,UNCLASSIFIED,SHERWOOD MANOR REST HOME LLC,910-762-9531,1605 ROBINHOOD ROAD, ,WILMINGTON,NC,28401,6640,NEW HANOVER,37129, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102770080,-77.9257695,34.2134847,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,40,0, , , ,HAL-065-011,ADULT CARE HOME
74,11597912,UNCLASSIFIED,DEERFIELD RIDGE ASSISTED LIVING,828-264-0336,287 BAMBOO ROAD, ,BOONE,NC,28607,8718,WATAUGA,37189, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102809025,-81.6350006,36.1958645,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,96,0, , , ,HAL-095-008,ADULT CARE HOME
75,11597906,UNCLASSIFIED,WOODLAND TERRACE,919-465-0356,300 KILDAIRE WOODS DRIVE, ,CARY,NC,27511,5500,WAKE,37183, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17165372,-78.7798774,35.7652696,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,84,0, , , ,HAL-092-103,ADULT CARE HOME
76,11597900,UNCLASSIFIED,SUNRISE OF CARY,919-463-9147,1206 WEST CHATHAM STREET, ,CARY,NC,27513,5246,WAKE,37183, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17112652,-78.8079198,35.7715445,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,85,0, , , ,HAL-092-152,ADULT CARE HOME
77,11597886,UNCLASSIFIED,CHATHAM CREEK ASSISTED LIVING,919-469-9309,809 WEST CHATHAM STREET, ,CARY,NC,27511,3136,WAKE,37183, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17110778,-78.793927,35.7817054,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,80,0, , , ,HAL-092-123,ADULT CARE HOME
78,11597884,UNCLASSIFIED,CAROLINA HOUSE OF CARY,919-460-5959,111 MACARTHUR DRIVE, ,CARY,NC,27513,8900,WAKE,37183, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17112341,-78.8352185,35.773095,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,80,0, , , ,HAL-092-027,ADULT CARE HOME
79,11597878,UNCLASSIFIED,WOODRIDGE ASSISTED LIVING FACILITY,704-225-0011,2515 FOWLER SECREST ROAD, ,MONROE,NC,28110,6947,UNION,37179, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,118964599,-80.5794223,35.034783,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,80,0, , , ,HAL-090-025,ADULT CARE HOME
80,11597874,UNCLASSIFIED,MONROE MANOR REST AND RETIREMENT HOME INC,704-289-1552,1101 BAUCOM ROAD, ,MONROE,NC,28110,7584,UNION,37179, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,118963997,-80.5087329,35.0466875,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-090-002,ADULT CARE HOME
81,11597873,UNCLASSIFIED,HILLCREST CHURCH REST HOME,704-292-1145,4123 HILLCREST CHURCH ROAD, ,MONROE,NC,28110,8292,UNION,37179, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,118963859,-80.5406817,35.0546692,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-090-004,ADULT CARE HOME
82,11597872,UNCLASSIFIED,ELIZABETHAN GARDENS,704-283-6992,1812 NEW TOWN ROAD, ,MONROE,NC,28110,9574,UNION,37179, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,112083470,-80.5990219,34.9742011,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,100,0, , , ,HAL-090-001,ADULT CARE HOME
83,11597871,UNCLASSIFIED,CLARE BRIDGE AT MONROE SQUARE,704-225-0200,919 FITZGERALD STREET, ,MONROE,NC,28112,5680,UNION,37179, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102716599,-80.5223205,34.9725085,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,65,0, , , ,HAL-090-022,ADULT CARE HOME
84,11597867,UNCLASSIFIED,TWELVE OAKS,336-786-1130,1297 GALAX TRAIL, ,MOUNT AIRY,NC,27030,2776,SURRY,37171, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,109893252,-80.6380401,36.5231782,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,112,0, , , ,HAL-086-008,ADULT CARE HOME
85,11597866,UNCLASSIFIED,RIDGE CREST RETIREMENT LLC,336-786-9100,1000 RIDGE CREST LANE, ,MOUNT AIRY,NC,27030,2457,SURRY,37171, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,116035125,-80.6065139,36.5335603,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,28,0, , , ,HAL-086-010,ADULT CARE HOME
86,11597865,UNCLASSIFIED,HERITAGE CARE OF ELKIN,336-835-6672,500 JOHNSON RIDGE ROAD, ,ELKIN,NC,28621,2420,SURRY,37171, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102456107,-80.8325463,36.2638503,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-086-011,ADULT CARE HOME
87,11597854,UNCLASSIFIED,SPRING ARBOR OF ALBEMARLE,704-982-8200,315 PARK RIDGE ROAD, ,ALBEMARLE,NC,28001,2818,STANLY,37167, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102883315,-80.1932512,35.3705707,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,78,0, , , ,HAL-084-004,ADULT CARE HOME
88,11597842,UNCLASSIFIED,OAKLAND LIVING CENTER INC,828-286-3379,704 POORS FORD ROAD, ,RUTHERFORDTON,NC,28139,9215,RUTHERFORD,37161, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,116029304,-81.9355129,35.3272211,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,40,0, , , ,HAL-081-013,ADULT CARE HOME
89,11597841,UNCLASSIFIED,HOLLY SPRINGS SENIOR CITIZENS HOME,828-245-7781,1881 BIG ISLAND ROAD, ,RUTHERFORDTON,NC,28139,8779,RUTHERFORD,37161, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102877001,-81.9206015,35.2528067,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,32,0, , , ,HAL-081-005,ADULT CARE HOME
90,11597840,UNCLASSIFIED,HILLCREST REST HOME,828-245-9765,2270 OAKLAND ROAD, ,FOREST CITY,NC,28043,6921,RUTHERFORD,37161, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,109845830,-81.9090574,35.3004392,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,44,0, , , ,HAL-081-046,ADULT CARE HOME
91,11597837,UNCLASSIFIED,COLONIAL MANOR REST HOME,828-287-7353,160 HEALTH CARE DRIVE, ,RUTHERFORDTON,NC,28139,8058,RUTHERFORD,37161, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125074485,-81.9322199,35.4130975,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,34,0, , , ,HAL-081-001,ADULT CARE HOME
92,11597836,UNCLASSIFIED,CAROLINA HOUSE OF FOREST CITY,828-288-1171,493 PINEY RIDGE ROAD, ,FOREST CITY,NC,28043,9017,RUTHERFORD,37161, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102881305,-81.9076162,35.3326836,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,76,0, , , ,HAL-081-014,ADULT CARE HOME
93,11597834,UNCLASSIFIED,TRINITY OAKS CONTINUING CARE RETIREMENT COMMUNITY,704-633-1002,728 KLUMAC ROAD, ,SALISBURY,NC,28144,5720,ROWAN,37159, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,112126129,-80.4848453,35.647303,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-080-010,ADULT CARE HOME
94,11597832,UNCLASSIFIED,SALISBURY GARDENS,704-636-0588,2201 STATESVILLE BOULEVARD, ,SALISBURY,NC,28147,7108,ROWAN,37159, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102401890,-80.5206731,35.6953052,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,88,0, , , ,HAL-080-014,ADULT CARE HOME
95,11597831,UNCLASSIFIED,HERITAGE CENTER LLC,704-637-5465,2809 OLD CONCORD ROAD, ,SALISBURY,NC,28146,1339,ROWAN,37159, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,112125788,-80.4832305,35.6234632,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,34,0, , , ,HAL-080-007,ADULT CARE HOME
96,11597829,UNCLASSIFIED,CHINA GROVE RETIREMENT CENTER,704-855-3180,1120 CHINA GROVE ROAD, ,CHINA GROVE,NC,28023,6613,ROWAN,37159, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28241066,-80.5813876,35.5385531,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,28,0, , , ,HAL-080-020,ADULT CARE HOME
97,11597828,UNCLASSIFIED,CARILLON ASSISTED LIVING OF SALISBURY,704-633-4666,1915 MOORESVILLE ROAD, ,SALISBURY,NC,28147,8813,ROWAN,37159, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,112126201,-80.5167633,35.6636203,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,128,0, , , ,HAL-080-013,ADULT CARE HOME
98,11597827,UNCLASSIFIED,BRITTHAVEN OF KANNAPOLIS INC,704-932-5517,1808 N. CANNON BOULEVARD, ,KANNAPOLIS,NC,28083,2670,ROWAN,37159, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28200051,-80.6118179,35.519356,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,106,0, , , ,HAL-080-003,ADULT CARE HOME
99,11597826,UNCLASSIFIED,BEST OF CARE ASSISTED LIVING,704-933-4339,234 NORTHDALE AVENUE, ,KANNAPOLIS,NC,28081,9159,ROWAN,37159, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102598805,-80.6641519,35.5178075,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,25,0, , , ,HAL-080-019,ADULT CARE HOME
100,11597821,UNCLASSIFIED,HIGHGROVE LONG TERM CARE CENTERINC,336-342-4112,2135 S. SCALES STREET, ,REIDSVILLE,NC,27320,6317,ROCKINGHAM,37157, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102390169,-79.6644604,36.3296718,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,62,0, , , ,HAL-079-002,ADULT CARE HOME
101,11597819,UNCLASSIFIED,CAROLINA HOUSE OF REIDSVILLE,336-634-0002,2931 VANCE STREET, ,REIDSVILLE,NC,27320,9409,ROCKINGHAM,37157, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125453919,-79.6984183,36.3489988,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,76,0, , , ,HAL-079-007,ADULT CARE HOME
102,11597816,UNCLASSIFIED,MORNING STAR ASSISTED LIVING,910-738-9287,1314 SCHOOL ROAD, ,FAIRMONT,NC,28340,8598,ROBESON,37155, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,109886623,-79.1388065,34.5500038,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,10,0, , , ,HAL-078-070,ADULT CARE HOME
103,11597815,UNCLASSIFIED,J AND S CARE INC 4 D/B/A MORNING STAR AL 4,910-521-0040,1314 SCHOOL ROAD, ,FAIRMONT,NC,28340,8598,ROBESON,37155, , , , ,, ,1255564800000,AUTO,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,109886623,-79.1388065,34.5500038,NAVTEQ,2009Q2,APPROXIMATE, , , , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-078-067,ADULT CARE HOME
