"","Facility_Type","Facility_Number","Facility_Name","Licensee","Facility_Administrator","Facility_Address","Facility_City","Facility_State","Facility_Zip","County_Name","Regional_Office","Facility_Capacity","Facility_Status","License_First_Date","lon.x","lat.x"
"81","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",490107656,"SPRING LAKE VILLAGE","COVIA COMMUNITIES","ALLEN, CLARA","5555 MONTGOMERY DRIVE, SONOMA","SANTA ROSA","CA",95409,"SONOMA",21,679,"LICENSED","8/7/1993",-122.6436595,38.4586267
"82","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",415600689,"STRATFORD, THE","SUNRISE STRATFORD GP & LP; SUNRISE SENIOR LVG MGT","VIOLA, GAYLE","601 LAUREL AVE, SAN MATEO","SAN MATEO","CA",94401,"SAN MATEO",14,96,"LICENSED","8/1/2006",-122.3207165,37.5624631
"83","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",11400627,"ST. PAUL'S TOWERS","COVIA COMMUNITIES","LINDE, MARY","100 BAY PLACE, ALAMEDA","OAKLAND","CA",94610,"ALAMEDA",15,320,"LICENSED","8/14/1985",-122.2602931,37.8118415
"84","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",435201317,"SUNNY VIEW RETIREMENT COMMUNITY","FRONT PORCH COMMUNITIES AND SERVICES","SALLY PLANK","22445 CUPERTINO ROAD, SANTA CLARA","CUPERTINO","CA",95014,"SANTA CLARA",26,190,"LICENSED","5/2/2003",-122.0663744,37.3238633
"85","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",210102761,"TAMALPAIS","SEQUOIA LIVING, INC.","GOERZEN, ROB","501 VIA CASITAS, MARIN","GREENBRAE","CA",94904,"MARIN",21,341,"LICENSED","6/1/1988",-122.5322358,37.9453646
"86","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",430708050,"TERRACES AT LOS ALTOS, THE","HUMANGOOD & HUMANGOOD NORCAL","GONZALES, DEBORAH","373 PINE LANE, SANTA CLARA","LOS ALTOS","CA",94022,"SANTA CLARA",26,250,"LICENSED","2/27/1967",-122.1213379,37.3923903
"87","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",100400544,"TERRACES AT SAN JOAQUIN GARDENS, THE","HUMANGOOD & HUMANGOOD NORCAL & HUMANGOOD FRESNO","LOPEZ, JESSICA","5555 NORTH FRESNO STREET, FRESNO","FRESNO","CA",93710,"FRESNO",24,652,"LICENSED","2/9/1994",-119.7821889,36.8179811
"88","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",430708817,"TERRACES OF LOS GATOS, THE","HUMANGOOD & HUMANGOOD NORCAL","BURGOYNE, BRADLEY","800 BLOSSOM HILL ROAD, SANTA CLARA","LOS GATOS","CA",95032,"SANTA CLARA",26,458,"LICENSED","12/22/1992",-121.959442,37.234214
"89","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",300600977,"TOWN & COUNTRY MANOR","CHRISTIAN AND MISSIONARY ALLIANCE","STEPHENIE JUKIC","555 E. MEMORY LANE, ORANGE","SANTA ANA","CA",92706,"ORANGE",22,240,"LICENSED","12/5/1975",-117.8618207,33.7744662
"90","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",577001215,"UNIVERSITY RETIREMENT COMMUNITY AT DAVIS","UNIVER RETIRE COM AT DAVIS/PACIFIC RETIRE SERVICES","MARIA BURTON","1515 SHASTA DRIVE, YOLO","DAVIS","CA",95616,"YOLO",21,500,"LICENSED","2/18/2000",-121.7746615,38.5596186
"91","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",565800978,"UNIVERSITY VILLAGE THOUSAND OAKS","UNIV. VLG. T. OAKS CCRC LLC, & LIFE CARE SVCS LLC.","ESTRIN DMITRY","3415 CAMPUS DRIVE, VENTURA","THOUSAND OAKS","CA",91360,"VENTURA",31,514,"LICENSED","9/24/2007",-118.8809046,34.2234024
"92","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",421700411,"VALLE VERDE","HUMANGOOD & HUMANGOOD NORCAL","HONIG, MELISSA","900 CALLE DE LOS AMIGOS, SANTA BARBARA","SANTA BARBARA","CA",93105,"SANTA BARBARA",29,547,"LICENSED","9/17/1993",-119.7515617,34.4240798
"93","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",496803049,"VARENNA AT FOUNTAINGROVE","VARENNA LLC, OAKMONT SR LVG; OAKMONT MGT GROUP","BUOT, FERDINAND","1401 FOUNTAINGROVE PKWY, SONOMA","SANTA ROSA","CA",95403,"SONOMA",21,322,"ON PROBATION","5/2/2008",-122.7133901,38.4860046
"94","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",374600675,"VI AT LA JOLLA VILLAGE","CCW LA JOLLA LLC, CC-LA JOLLA INC, CLASSIC RES MGM","BOUDREAU, STEPHANIE","8515 COSTA VERDE BLVD, SAN DIEGO","SAN DIEGO","CA",92122,"SAN DIEGO",8,783,"LICENSED","7/16/1998",-117.2161295,32.868299
"95","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",435200930,"VI AT PALO ALTO","CC-PALO ALTO,INC. & CLASSIC RES.MGMT. LTD. PARTNER","STEVE A. BRUDNICK","620 SAND HILL ROAD, SANTA CLARA","PALO ALTO","CA",94304,"SANTA CLARA",26,876,"LICENSED","6/2/2005",-122.17544,37.4396062
"96","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",197602345,"VILLA GARDENS","FRONT PORCH COMMUNITIES AND SERVICES","JEFFREY SIANKO","842 EAST VILLA STREET, LOS ANGELES","PASADENA","CA",91101,"LOS ANGELES",28,340,"LICENSED","6/30/1999",-118.1335263,34.1536623
"97","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",210108102,"VILLA MARIN AMBULATORY CARE UNIT","VILLA MARIN HOMEOWNERS ASSOCIATION","PATRICIA STEPHENS","100 THORNDALE DRIVE, MARIN","SAN RAFAEL","CA",94903,"MARIN",21,28,"LICENSED",NA,-122.5494274,38.0039861
"98","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",336403573,"VILLAGE, THE","FREEDOM PROPERTIES HEMET, LLC.","JOANN  FIGUEROA","2200 WEST ACACIA, RIVERSIDE","HEMET","CA",92545,"RIVERSIDE",18,452,"LICENSED","9/18/2000",-116.994726,33.7445054
"99","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",425800464,"VISTA DEL MONTE","FRONT PORCH COMMUNITIES AND SERVICES, INC.","DOUGLAS TUCKER","3775 MODOC ROAD, SANTA BARBARA","SANTA BARBARA","CA",93105,"SANTA BARBARA",29,266,"LICENSED","7/30/1999",-119.747087,34.430379
"100","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",306000961,"WALNUT VILLAGE","FRONT PORCH COMMUNITIES AND SERVICES","NADINE A. ROISMAN","891 WALNUT STREET, ORANGE","ANAHEIM","CA",92802,"ORANGE",22,300,"LICENSED","6/30/1999",-117.9293816,33.8190946
"101","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",197605591,"WESTMINSTER GARDENS","HUMANGOOD & HUMANGOOD SOCAL","WALPER, MICHAEL","1420 SANTO DOMINGO AVENUE, LOS ANGELES","DUARTE","CA",91010,"LOS ANGELES",28,200,"LICENSED","5/4/2004",-117.9626505,34.1375444
"102","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",372000641,"WHITE SANDS LA JOLLA","HUMANGOOD & HUMANGOOD SOCAL","BORIERO, GARY","7450 OLIVETAS AVE, SAN DIEGO","LA JOLLA","CA",92037,"SAN DIEGO",8,299,"LICENSED","8/30/1974",-117.2804,32.8379197
"103","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",191202190,"WINDSOR","HUMANGOOD & HUMANGOOD SOCAL","CAMERON, LEIF J","1230 EAST WINDSOR ROAD, LOS ANGELES","GLENDALE","CA",91205,"LOS ANGELES",28,175,"LICENSED","2/1/1978",-118.238461,34.136717
"104","RCFE-CONTINUING CARE RETIREMENT COMMUNITY",405800361,"WYNDHAM RESIDENCE","COMPASS HEALTH, INC.","BARBARA FISCHER","222 S. ELM STREET, SAN LUIS OBISPO","ARROYO GRANDE","CA",93420,"SAN LUIS OBISPO",29,72,"LICENSED","7/24/1998",-120.6009765,35.1159822
"105","RESIDENTIAL CARE ELDERLY",415600833,"1ST PACIFIC COAST HOMES II","DEBORAH M. DAHLEN","DEBORAH M. DAHLEN","2585 ARDEE LANE, SAN MATEO","SOUTH SAN FRANCISCO","CA",94080,"SAN MATEO",14,6,"LICENSED","4/8/2011",-122.460988,37.6416499
"106","RESIDENTIAL CARE ELDERLY",435294219,"2 ALL ABOUT SENIORS","HALL, PATRICK & DEBRA","KENDALL HALL","1474 POMPEY DRIVE, SANTA CLARA","SAN JOSE","CA",95128,"SANTA CLARA",26,6,"LICENSED","11/21/2006",-121.945785,37.2965354
"107","RESIDENTIAL CARE ELDERLY",157206652,"24/7 RESIDENTIAL CARE HOME","ALBANDIA, MYRNA","MYRNA ALBANDIA","612 JUMBUCK LANE, KERN","BAKERSFIELD","CA",93307,"KERN",24,6,"LICENSED","6/26/2013",-119.0092802,35.3026203
"108","RESIDENTIAL CARE ELDERLY",374603018,"3 SISTERS HACIENDA, LLC","3 SISTERS HACIENDA, LLC","AMUNDSON, TAMARA","1911 BEAR VALLEY OAKS, SAN DIEGO","ESCONDIDO","CA",92025,"SAN DIEGO",8,6,"LICENSED","7/20/2010",-117.0544685,33.1062714
"109","RESIDENTIAL CARE ELDERLY",361880688,"3039 COTTAGE","SHAWNARIEL INTERNATIONAL INC","ROSALES, YARELI","3039 CEDAR ST, SAN BERNARDINO","SAN BERNARDINO","CA",92404,"SAN BERNARDINO",18,6,"LICENSED","7/29/2019",-117.2671533,34.1459795
"110","RESIDENTIAL CARE ELDERLY",306005655,"3JEAN'S HOME CARE","CHARM RESIDENTIAL CARE INC.","ALVARADO, MARY JEAN","8552 BARR LANE, ORANGE","GARDEN GROVE","CA",92840,"ORANGE",22,6,"LICENSED","1/15/2020",-117.983217,33.7852948
"111","RESIDENTIAL CARE ELDERLY",306000638,"3K HOME CARE","MANIMBO, MARIA NELLY G.","MARIA N.G. MANIMBO","700 S. PLYMOUTH PLACE, ORANGE","ANAHEIM","CA",92806,"ORANGE",22,6,"LICENSED","10/2/1997",-117.887252,33.8324996
"112","RESIDENTIAL CARE ELDERLY",197607735,"4219 W. 162ND STREET HOME","G & C ADULT RESIDENTIAL FACILITY INC.","CHARMILEY VENTURA","4219 W. 162ND STREET, LOS ANGELES","LAWNDALE","CA",90260,"LOS ANGELES",11,3,"LICENSED","5/4/2009",-118.3495506,33.8837745
"113","RESIDENTIAL CARE ELDERLY",336427431,"4J'S ELDERLY CARE INC","4J'S ELDERLY CARE INC","GATUS, JONIE","69272 TACOMA CT, RIVERSIDE","CATHEDRAL CITY","CA",92234,"RIVERSIDE",18,6,"LICENSED","11/18/2016",-116.4541739,33.828271
"114","RESIDENTIAL CARE ELDERLY",197609882,"4TH GENERATION SENIOR LIVING INC.","4TH GENERATION SENIOR LIVING INC.","AGGARWAL, RASHITA","23259 VICTORY BLVD, LOS ANGELES","WEST HILLS","CA",91307,"LOS ANGELES",31,6,"LICENSED","10/11/2019",-118.6336538,34.1867275
"115","RESIDENTIAL CARE ELDERLY",197609759,"7 HILLS SENIOR LIVING","7 HILLS SENIOR LIVING INC","SIMITYAN, ARMENUI","7112 OWENS ST, LOS ANGELES","TUJUNGA","CA",91042,"LOS ANGELES",31,6,"LICENSED","7/23/2019",NA,NA
"116","RESIDENTIAL CARE ELDERLY",342700783,"7117 MAIN, LLC","PLC 7117 MAIN, LLC","COLEMAN, ROBERT","7117 MAIN AVE, SACRAMENTO","ORANGEVALE","CA",95662,"SACRAMENTO",27,6,"PENDING",NA,-121.4487062,38.6548312
"117","RESIDENTIAL CARE ELDERLY",342700782,"7121 MAIN, LLC","7121 MAIN, LLC","COLEMAN, ROBERT","7121 MAIN AVE, SACRAMENTO","ORANGEVALE","CA",95662,"SACRAMENTO",27,6,"PENDING",NA,-121.4487062,38.6548312
"118","RESIDENTIAL CARE ELDERLY",342700785,"7125 MAIN, LLC","PLC 7117 MAIN, LLC","COLEMAN, ROBERT","7125 MAIN AVE, SACRAMENTO","ORANGEVALE","CA",95662,"SACRAMENTO",27,6,"PENDING",NA,-121.4487062,38.6548312
"119","RESIDENTIAL CARE ELDERLY",385600167,"9TH AVENUE COMMUNITY CARE HOME","COMMUNITY WORKS FOR CREATIVE LIVING","DIMAYUGA, A & VALENCIANO,","1730 - 9TH AVENUE, SAN FRANCISCO","SAN FRANCISCO","CA",94122,"SAN FRANCISCO",14,6,"LICENSED","3/1/2003",-122.465421,37.755973
"120","RESIDENTIAL CARE ELDERLY",197609109,"A'MORECARE HOME ASSISTED LIVING","A'MORECARE HOME ASSISTED LIVING","ELKAYAM, EDVA","23511 BERDON STREET, LOS ANGELES","WOODLAND HILLS","CA",91367,"LOS ANGELES",31,6,"LICENSED","6/28/2017",-118.6389447,34.1711776
"121","RESIDENTIAL CARE ELDERLY",197609876,"A-1 ASCENDED SENIOR CARE","A-1 ASCENDED SENIOR CARE INC.","TOPCHYAN, HARUT","16444 GERMAIN STREET, LOS ANGELES","GRANADA HILLS","CA",91344,"LOS ANGELES",31,6,"LICENSED","11/1/2019",-118.4907301,34.2617571
"122","RESIDENTIAL CARE ELDERLY",197609104,"A-1 BOARDING CARE FACILITY","A-1 BOARDING CARE INC","CHARCHYAN, KARINE","6511 BONNER AVE, LOS ANGELES","NORTH HOLLYWOOD","CA",91606,"LOS ANGELES",31,6,"LICENSED","8/11/2017",-118.3739752,34.1888522
"123","RESIDENTIAL CARE ELDERLY",317005454,"A-1 ELDERLY CARE","FLORADALE VILLA, INC.","EMIL TIF","103 MCLAREN COURT, PLACER","ROSEVILLE","CA",95661,"PLACER",27,6,"LICENSED","10/30/2014",NA,NA
"124","RESIDENTIAL CARE ELDERLY",197608879,"A-GRACE HOME CARE","A-GRACE HOME CARE, INC.","HEE YOUNG LEE","23029 FRISCA DRIVE, LOS ANGELES","VALENCIA","CA",91354,"LOS ANGELES",31,6,"LICENSED","8/11/2015",-118.5382801,34.4366861
"125","RESIDENTIAL CARE ELDERLY",19200693,"A-N-D CARE HOMES","HAMZA, ADE & MORENIKE","HAMZA, MORENIKE","3284 COURTHOUSE PLACE, ALAMEDA","UNION CITY","CA",94587,"ALAMEDA",15,3,"LICENSED","3/11/2017",-122.0712053,37.598526
"126","RESIDENTIAL CARE ELDERLY",317005684,"A-PLUS SENIOR CARE","BALINT, CARMENUTA","BALINT, CARMENUTA","6403 MENDEZ CREEK COURT, PLACER","ROCKLIN","CA",95765,"PLACER",27,6,"LICENSED","4/7/2016",-121.2783201,38.7962167
"127","RESIDENTIAL CARE ELDERLY",15600467,"A-R RESIDENTIAL CARE FOR ELDERLY","BAUTISTA, ROMULO S.","BAUTISTA, ROMULO","4733 DARLENE COURT, ALAMEDA","UNION CITY","CA",94587,"ALAMEDA",15,6,"LICENSED","7/7/2000",-122.2821855,37.7798721
"128","RESIDENTIAL CARE ELDERLY",15600563,"A - R RESIDENTIAL CARE HOME FOR ELDERLY #2","BAUTISTA, ROMULO S.","BAUTISTA, ROMULO S.","32322 JEAN DRIVE, ALAMEDA","UNION CITY","CA",94587,"ALAMEDA",15,6,"LICENSED","9/17/2001",-122.0772864,37.5791762
"129","RESIDENTIAL CARE ELDERLY",75601154,"A AND D RESIDENTIAL CARE","CUENCO CARE HOMES, INC","ABIGAIL M CUENCO","5108 DEERSPRINGS WAY, CONTRA COSTA","ANTIOCH","CA",94531,"CONTRA COSTA",15,6,"LICENSED","9/6/2005",-121.7569901,37.9599958
"130","RESIDENTIAL CARE ELDERLY",15601400,"A AND M BOARD&CARE,INNOVATIVE ASSIS.HOME FOR ELDER","EROLIN, MARIA LINDA","GACOTE, ALEC F.","2480 ALMADEN BLVD., ALAMEDA","UNION CITY","CA",94587,"ALAMEDA",15,6,"LICENSED","10/24/2008",-122.0572217,37.6013765
"131","RESIDENTIAL CARE ELDERLY",336407272,"A AND S SENIOR QUALITY CARE","A AND S SENIOR QUALITY CARE, INC.","SUSANA SIMS","17764 ROBUSTA DR., RIVERSIDE","RIVERSIDE","CA",92503,"RIVERSIDE",18,6,"LICENSED","5/7/2003",-117.4390513,33.8617226
"132","RESIDENTIAL CARE ELDERLY",331800058,"A B CARING SENIOR LIVING","XU, BAISHENG AND CARRASCO, REBECCA","CARRASCO, REBECCA","1698 ALBERHILL STREET, RIVERSIDE","PERRIS","CA",92571,"RIVERSIDE",18,6,"LICENSED","3/3/2017",-117.1938167,33.803312
"133","RESIDENTIAL CARE ELDERLY",331800108,"A B CARING SENIOR LIVING 2","BAISHENG XU REBECCA CARRASCO","CARRASCO, REBECCA","470 MEADOWLARK LANE, RIVERSIDE","PERRIS","CA",92570,"RIVERSIDE",18,6,"LICENSED","9/27/2017",-117.2355751,33.7990378
"134","RESIDENTIAL CARE ELDERLY",197609349,"A BETTER LOVE BOARD AND CARE","E MAC CARE SERVICES INC","MACANDILI, EDJESKA","6108 SADRING AVE, LOS ANGELES","WOODLAND HILLS","CA",91367,"LOS ANGELES",31,6,"LICENSED","10/5/2017",-118.6357088,34.1813302
"135","RESIDENTIAL CARE ELDERLY",79200543,"A BLISSFUL RETREAT, LLC","A BLISSFUL RETREAT, LLC","OSMAN, SUMAIYA","4200 COWELL ROAD, CONTRA COSTA","CONCORD","CA",94518,"CONTRA COSTA",15,6,"LICENSED","9/26/2016",-122.0029132,37.9563855
"136","RESIDENTIAL CARE ELDERLY",79200881,"A BLISSFUL RETREAT, LLC-WILSON","A BLISSFUL RETREAT, LLC-WILSON","OSMAN, SUMAIYA","4248 WILSON LANE, CONTRA COSTA","CONCORD","CA",94521,"CONTRA COSTA",15,6,"LICENSED","8/16/2019",-121.9873216,37.9685571
"137","RESIDENTIAL CARE ELDERLY",565800622,"A BRADLEY HOUSE","BRADLEY, CHARISSE","CHARISSE BRADLEY","4031 APRICOT ROAD, VENTURA","SIMI VALLEY","CA",93065,"VENTURA",31,6,"LICENSED","2/22/2001",-118.7168608,34.2809391
"138","RESIDENTIAL CARE ELDERLY",565801788,"A BRADLEY HOUSE II","BRADLEY, CHARISSE","CHARISSE BRADLEY","805 ERRINGER ROAD, VENTURA","SIMI VALLEY","CA",93065,"VENTURA",31,6,"LICENSED","4/2/2012",-118.7657804,34.254162
"139","RESIDENTIAL CARE ELDERLY",455001567,"A BRAND NEW DAY","KELTY ENTERPRISES, INC.","TAYLOR, VERNA","779 KERRY-JEN COURT, SHASTA","REDDING","CA",96002,"SHASTA",25,26,"LICENSED","9/17/2004",-122.3582569,40.5550245
"140","RESIDENTIAL CARE ELDERLY",197607871,"A BURBANK RESIDENTIAL CARE","A BURBANK RESIDENTIAL CARE, INC.","GAYANE DZHAGARYAN","2020 SCOTT ROAD, LOS ANGELES","BURBANK","CA",91504,"LOS ANGELES",28,6,"LICENSED","3/25/2010",-118.3250313,34.1975331
"141","RESIDENTIAL CARE ELDERLY",342700118,"A CARING HAND","PRIORITY CARE LLC","JANKOWSKI, AMELITA","6813 ELVORA WAY, SACRAMENTO","ELK GROVE","CA",95757,"SACRAMENTO",27,6,"LICENSED","9/27/2017",-121.4211983,38.3898692
"142","RESIDENTIAL CARE ELDERLY",374603888,"A CARING HEART RESIDENCE","A CARING HEART RESIDENCE, INC.","MONICA R. ALLAN","371 E. MILLAN STREET, SAN DIEGO","CHULA VISTA","CA",91910,"SAN DIEGO",8,6,"LICENSED","8/12/2016",-117.0474802,32.6319929
"143","RESIDENTIAL CARE ELDERLY",197609961,"A CARING TOUCH BOARD AND CARE","LONGEVITY BOARD AND CARE LLC","WELLS, NICHOLAS","10348 LARAMIE STREET, LOS ANGELES","CHATSWORTH","CA",91311,"LOS ANGELES",31,6,"PENDING",NA,-118.5725714,34.258856
"144","RESIDENTIAL CARE ELDERLY",197609996,"A CARING VILLA","A CARING VILLA, INC.","CABANBAN, LILIA","25421 VIA GRACIOSO, LOS ANGELES","VALENCIA","CA",91355,"LOS ANGELES",31,6,"PENDING",NA,-118.5427691,34.3978143
"145","RESIDENTIAL CARE ELDERLY",157206689,"A COMFORT CARE HOME","EVANGELINE SCHISSLER","SCHISSLER, EVANGELINE T.","12409 ANDES AVE, KERN","BAKERSFIELD","CA",93312,"KERN",24,6,"LICENSED","7/22/2014",-119.1404953,35.399336
"146","RESIDENTIAL CARE ELDERLY",197609914,"A COMFORT VALLEY","A COMFORT VALLEY INC","SIMONYAN, ANET","10826 DE HAVEN AVE, LOS ANGELES","PACOIMA","CA",91331,"LOS ANGELES",31,6,"LICENSED","1/23/2020",-118.4049231,34.2667352
"147","RESIDENTIAL CARE ELDERLY",342700119,"A COZY RETIREMENT HOME I","A COZY RETIREMENT HOME I","DIZON, GENEROSA C","8616 BANFF VISTA DRIVE, SACRAMENTO","ELK GROVE","CA",95624,"SACRAMENTO",27,6,"LICENSED","12/2/2016",-121.3863534,38.4126546
"148","RESIDENTIAL CARE ELDERLY",347005387,"A COZY RETIREMENT HOME II","A COZY RETIREMENT HOME II","DIZON, GENEROSA","8609 BANFF VISTA DRIVE, SACRAMENTO","ELK GROVE","CA",95624,"SACRAMENTO",27,6,"LICENSED","3/7/2014",-121.38663,38.413269
"149","RESIDENTIAL CARE ELDERLY",331880571,"A DREAMLAND CARE VILLA","A DREAMLAND CARE VILLA INC","PRESCILA BROWN","12029 DRESSAGE LN, RIVERSIDE","RIVERSIDE","CA",92503,"RIVERSIDE",18,6,"LICENSED","8/24/2018",-117.491705,33.891233
"150","RESIDENTIAL CARE ELDERLY",197609835,"A ELITE PARADISE","A ELITE PARADISE, INC.","VARDANYAN, KRISTINE","16646 LUDOW ST, LOS ANGELES","GRANADA HILLS","CA",91344,"LOS ANGELES",31,6,"LICENSED","10/7/2019",-118.4951661,34.2708283
"151","RESIDENTIAL CARE ELDERLY",198602923,"A FAITHFUL HOME OF CERRITOS","A FAITHFUL HOME LLC","KHOLOMA, THERESA","11213 AGNES ST, LOS ANGELES","CERRITOS","CA",90703,"LOS ANGELES",28,6,"LICENSED","7/11/2018",-118.3956584,34.2204183
"152","RESIDENTIAL CARE ELDERLY",415201983,"A FAMILY AFFAIR","NADINE BAGNAROL & CAROLINA C. BAGNAROL","TOLER, SHEILA","817 CANYON ROAD, SAN MATEO","REDWOOD CITY","CA",94062,"SAN MATEO",14,6,"LICENSED","5/5/2008",-122.3255254,37.5629917
"153","RESIDENTIAL CARE ELDERLY",347000711,"A FAMILY AFFAIR CARE","MITCHELL, CAROLYN","MITCHELL, CAROLYN","1917 O'NEIL WAY, SACRAMENTO","SACRAMENTO","CA",95822,"SACRAMENTO",27,6,"LICENSED","9/25/1996",-121.4946423,38.4884267
"154","RESIDENTIAL CARE ELDERLY",79200921,"A FAMILY OF CARE","MK PROPERTY VENTURES LLC","TAYLOR, KATHLEEN","1945 ST MARTIN PLACE, CONTRA COSTA","BRENTWOOD","CA",94513,"CONTRA COSTA",15,6,"LICENSED","10/30/2019",-121.7192342,37.9527429
"155","RESIDENTIAL CARE ELDERLY",347004659,"A FIVE STAR RESIDENCE FOR SENIORS","ARAD ENTERPIRSES, LLC.","POPA, AURELIA","7771 TWIN OAKS AVE., SACRAMENTO","CITRUS HEIGHTS","CA",95610,"SACRAMENTO",27,6,"LICENSED","4/6/2011",-121.2779705,38.7188406
"156","RESIDENTIAL CARE ELDERLY",197606376,"A FRIENDLY PLACE-HASTINGS RANCH II","A FRIENDLY PLACE, CORP.","RALPH ESTANISLAO","1230 HASTINGS RANCH DRIVE, LOS ANGELES","PASADENA","CA",91107,"LOS ANGELES",28,6,"LICENSED","1/19/2006",-118.0727903,34.1674834
"157","RESIDENTIAL CARE ELDERLY",15601270,"A GABRIELA'S VILLA-LIVERMORE","C.J.L. JOINT VENTURES, INC.","TRINIDAD, DUMITELA A.","1051 LYNN STREET, ALAMEDA","LIVERMORE","CA",94550,"ALAMEDA",15,6,"LICENSED","12/6/2006",-121.7316131,37.6847533
"158","RESIDENTIAL CARE ELDERLY",347004242,"A GARDEN OF PARADISE CARE HOME","OKSANA DOLDIER","OKSANA DOLDIER","7789 SPENCER LANE, SACRAMENTO","CITRUS HEIGHTS","CA",95610,"SACRAMENTO",27,6,"LICENSED","2/9/2009",-121.2770541,38.6998441
"159","RESIDENTIAL CARE ELDERLY",157206942,"A GOLDEN HEART","JMJ LIGON MEDICAL SERVICES","LIGON, JOCELYN","13209 INDURAN DRIVE, KERN","BAKERSFIELD","CA",93314,"KERN",24,6,"LICENSED","8/25/2016",-119.1496493,35.3813369
"160","RESIDENTIAL CARE ELDERLY",157208828,"A GOLDEN HEART FAMILY CARE","JMJ LIGON MEDICAL SERVICES","LIGON, MICHELLE","13402 GIRO DRIVE, KERN","BAKERSFIELD","CA",93314,"KERN",24,6,"LICENSED","3/22/2018",-119.1507396,35.3809714
"161","RESIDENTIAL CARE ELDERLY",157208939,"A GOLDEN HEART FAMILY CARE I","ICARE MEDICAL SERVICES CORPORATION","LIGON, JOCELYN","13400 INDURAN DR, KERN","BAKERSFIELD","CA",93314,"KERN",24,6,"LICENSED","5/10/2019",-119.150467,35.381906
"162","RESIDENTIAL CARE ELDERLY",336423700,"A GOOD SAMARITAN","TUPOU FAMILY, INC","SALOTE TUPOU","3839 STRONG STREET, RIVERSIDE","RIVERSIDE","CA",92501,"RIVERSIDE",18,6,"LICENSED","2/25/2009",-117.3651134,34.0014027
"163","RESIDENTIAL CARE ELDERLY",397005245,"A GOOD SAMARITAN HOME-BARBADOS","GOOD SAMARITAN CARE CHOICE & COMPLIANCE GROUP","DEMESA, WILLIAM B.","5315 BARBADOS CIRCLE, SAN JOAQUIN","STOCKTON","CA",95210,"SAN JOAQUIN",27,6,"LICENSED","5/23/2014",-121.2906876,38.0058756
"164","RESIDENTIAL CARE ELDERLY",397005708,"A GOOD SAMARITAN HOME OLIVIA","GOOD SAMARITAN CARE PROVIDER LLC","DEMESA, WILLIAM","10599 DAVIS ROAD, SAN JOAQUIN","STOCKTON","CA",95209,"SAN JOAQUIN",27,6,"LICENSED","12/19/2016",-121.3341255,38.0521438
"165","RESIDENTIAL CARE ELDERLY",198320019,"A GRAND HOME CARE","A GRAND HOME CARE INC","DE GUZMAN, HEPZHIBAH","1132 LEVINSON ST, LOS ANGELES","TORRANCE","CA",90502,"LOS ANGELES",11,6,"PENDING",NA,-118.2958042,33.8347199
"166","RESIDENTIAL CARE ELDERLY",197609973,"A HAPPY SENIOR HOME","A HAPPY SENIOR HOME, INC","ADAMYAN, YURIY","9007 MONOGRAM AVE, LOS ANGELES","NORTH HILLS","CA",91343,"LOS ANGELES",31,6,"PENDING",NA,-118.4929425,34.2341377
"167","RESIDENTIAL CARE ELDERLY",336407002,"A HEARTFELT HOME II","S & L CONSULTING, INC","DENISE SEGREST","42165 PATTON, RIVERSIDE","MURRIETA","CA",92562,"RIVERSIDE",18,9,"LICENSED","9/30/2002",-117.2088925,33.5456844
"168","RESIDENTIAL CARE ELDERLY",342700465,"A HEARTY CARE HOME","MJP CARE HOMES, LLC","CLARDY, MARIA JOSEPHINE","8538 KRANS CT, SACRAMENTO","ANTELOPE","CA",95843,"SACRAMENTO",27,6,"LICENSED","4/8/2019",-121.3932549,38.7243162
"169","RESIDENTIAL CARE ELDERLY",342700704,"A HEARTY CARE HOME I","MJP CARE HOMES LLC","CLARDY, MARIA J","5794 SPENLOW WAY, SACRAMENTO","SACRAMENTO","CA",95835,"SACRAMENTO",27,6,"PENDING",NA,-121.498637,38.681418
